,Prof,Lec,Star,Reviews
120,황선미,초급중국어실습Ⅱ,2,거의 매시간 시험을 봅니다  시험도 바로 전시간에 말하기 시험을 볼지 쓰기(단어 문장)시험을 볼지  볼지  알려주시기 때문에 미리 준비할 수도 없습니다  시험시간도 짧게 주시는 편이고요(빨리 쓰기 빨리 말하기 시험 같음)  전공이 아닌 일선으로 들으실분들은 비추합니다 그나마 교수님이 괜찮으셔서 2점 드렸습니다
121,"나현기,김남석",채플,3,그냥 앉아서 50분 들으면 되고 핸드폰 하는 시간
122,이상헌,국제개발협력의이해,5,교수님이 너무 좋으세요ㅠㅠ수업을 알기 쉽게 설명해주셔서 이해가 잘 되구 학점도 열심히 한 만큼 나옵니다ㅎㅎ
123,야니,기초영어회화1,5,교수님이 진짜 착하세요ㅠㅠ수업은 정말 기초적인 부분을 다루고 시험도 어렵지 않았어요ㅎㅎ 시험 두번 보고 인터뷰도 두번 하는데 그 땐 수업에서 어떤걸 배웠는지 이해했으면  무난히 잘 할 수있을 것 같아요 갓야니입니다 진짜ㅠㅠ
124,박종훈,성서와평화,5,흑흑흑흑 박종훈 교수님 정말 스윗하십니다들은 기독교관련 강의중 단연 최고
125,이은정,글쓰기의기초,3,사람 따라 다른 것 같기는 한데 평범했다고 생각하는데...엄청 열광할 정도까지는 아니었다고 생각함수업방식이 뭐랄까 엄청나게 첨삭을 해주시는 것도 아니었고 그렇다고 아예 안 보는 것도 아니었음.다만 교수로써 뭘 해야 할지를 알려주시기는 함.과제는 많음.근데 그렇게 빡시지는 않음.시험은 대체 과제로 하는데 학생들이 다 얄심히 해서 좋기는 함
126,이익주,사진예술의이해,2,잘 모르겠음 어렵고 빡세게들어야지 잘나올듯 교수님은 그리 나쁘지않은데 생각보다 내용이 너무 어렵고 공부하는 분위기도안남
127,이은정,글쓰기의기초,5,교수님 너무 좋습니다수업도 너무 좋습니다또 들을까 생각 들을 정도...
128,조현진,논리와비판적사고,4,어렵다. 근데 재밌다. 논리쪽 좋아하는 분들은 들어보는걸 추천함. 논리의 기초적인 부분들을 가르치는 강의임.
129,조현진,논리와비판적사고,2,교수님 말씀이 무슨말씀하시는지 잘모르겠다. 수강신청인원이 70명인가 90명으로아는데 25명이 듣는거면 왜인지 알 것이다.
130,곽원일,"만화,애니메이션창작",1,개쓰레기같은 강의 강사가 개꼰대라 소통같은것도 없고 발표중 말 존내끊음 수업은 배경지식도 없고 웹툰이 2012년부터 시작했다느니  잘못된 정보로 수업함 한신대 졸업생이라고 아무 강사나 쓰는것같은데 이딴 강사한테 3학점 맡긴다는게 솔직히 기분나쁨 2~3년전 비슷한 강의가 있었는데 그때 강사가 배경지식이나 수업방식 평가방식 모든방면에서 더 나았음 걍 학기중에라도 자르고 그강사 다시 불렀으면 좋겠음
131,"나현기,김남석",채플,5,기독교재단이면 들어야지 뭐 어쩔 수 있나~~~~
132,"나현기,김남석",채플,1,시간낭비 짱이걸 두번이나 더 들어야 한다니고통스러워
133,김영주,결혼과가족,4,교수님 좋으심수업은 월요일에 싸강듣고 수욜에 교수님께서 설명하면서 토론할거있으면  지명하면 대답하는 식으로 수업 진행수업시간이 초과되는 경우도 간간히 있음.시험은 쉬운편
134,이윤선,세계음악여행,3,일단 교수님은 good 하지만 꿀강인거 같은데 꿀강아닌 강의. 갠적인 생각이지만 첨엔 좋았지만 들으면 들을수록 실망스러움 중간시험도 난이도 조절 실패로 어려운편이였음.
135,전창환,경제학개론Ⅱ,5,배우려는 목적이 있는 사람에게는 정말 좋은 교수님입니다. 그와 반대로 공부안할거면 안듣는걸 추천드립니다.
136,정지영,증권경제론,5,너무 어렵지 않고 너무쉽지않게 설명해주심. 다음 수업시간이 기다려진다
137,전창환,경제학개론Ⅱ,1,매주 과제있고 수업스타일 적응하기 힘듬. 잔소리 듣다가 끝나는기분? 수업듣고나면 기분이 안좋아짐 잔소리때문에
138,전성희,데이터베이스,1,그냥직접들어보세요 글로쓰기도싫음 과제내는타이밍도그렇고 수업자체가 이미알고있는내용을 간략하게 요약하고진도나가는느낌이 들게끔하는교수님
139,"나현기,김남석",채플,1,ㅋㅋ 마지막이다 드디어 안간다 채플실 얼마나 성의잇어야돼 ㅅㅂ
140,이미선,내삶을바꿀소설세편,4,중간 없음 기말 없음 대신 매주 시험시간 글을 씀 글을 쓰는 주제는 매주 다르고 랜덤임 글 쓰는 거 안 좋아하는 사람들한텐 비추. 이걸 과제로 취급하셔서 과제가 매우 많음에 체크함. 근데 글을 쓰면서 좀 생각 정리가 된달까 교수님이 마이크를 쓰시긴 하시지만 안 쓰셔도 쩌렁쩌렁 울려서 좋음 그리고 랜덤으로 찍어서 발표시킴 ㅎㅎ 성적 반영되는 발표가 아니고 자기 의견 묻는 발표? 정말 끔찍함 안 하셨음 좋겠음 등록금이 아깝지 않은 수업은 인정 아직 학점은 안 나와서 모르겠고 중간 기말 없는 게 짱인 듯
141,허난희,글쓰기의기초,1,그래도 기도드리면서 가만히 앉아있는 채플보다는 글쓰기에 대해서 배우고 각주 및 여러가지를 배울 수 있는게 너무 좋습니다!!! 다음 학기에 꼭 들으세요!! 🙂
142,백민석,공업수학,5,이분 수업을 안듣는건 지나가다가 발견한 5만원을 줍지 않은것과 같은것입니다
143,정형수,동기와정서,2,"수업때는 내가 인문학 강의를 들으러 온 것인가라는 고민에 빠질 수 있다. 특히 전공서적이 아닌 비전문서적을 활용하여 수업을 진행하거나 외부 인터넷 강의 자료를 활용하는 등 수업의 질을 따지면 높지는 않다. 더구나 교수님의 수업 스타일이 흘리듯이 말하거나 왔다갔다 설명하여 맥락이 없고, 자세한 내용은 넘어가버린다.배우는 느낌은 안들지만 과목 자체의 내용은 실생활에 적용해볼법한 내용도 나오기 때문에 교수가 바뀌기 전까지는 타대학 공개강의자료를 수강하길 권장한다."
144,최영호,인권과법,3,인간수면제출튀안잡음 앞자리에 앉아서 출튀한 새끼 두명도 안잡음. 성실히다니는사람은 ㅈㄴ 빡침이외에는 뭐 과제없고 조모임없어서 좋음근데 내용이 법이라 힘들수도 있음
145,윤선길,진화심리학으로읽는소비문화,1,이 교수님의 강의를 들어봤고 좋아하면 또 들어도 됨 ㅇㅇ 근데 안들어봤으면 생각 좀 많이 해보고 듣길강의가 아니라 약간 강연 듣는 느낌칠판+피피티or자료 띄어주기 로 수업 진행 하시는데칠판 필기 하실때 정말 글씨가.. 웬만하면 들으면서 같이 필기 해야지 그나마 뭐라도 씀피피티or자료는 봐도 영어로 되어있거나 아님 적을 시간없이 바로바로 넘어가심 하루도 빠짐없이 교수님 말 들으면서 필기하는걸 좋아한다면 추천...일단 나랑은 안맞음 ㅋㅋㅋㅋ  50분 수업 10분 쉬는시간은 좋은듯... 나머지는 별루... 듣다보면 교수님이 항상 강의할때마다 들고 계시는 종이 뺏어서 읽고 싶은 마음이랄까..그리고 진화에 대한 내용이 90이고 나머지가 10임 ㅋㅋㅋ
146,손완표,화폐금융론,3,"솔직히 그냥 지식수업, 일반적인 사회인이면 알아둬야할 지식 + 3학년 상경이면 알아야 할 지식들임"
147,최환진,프리젠테이션실습,3,"발표도 발표고 시험도 시험인 수업, 근데 발표잘해도 시험못보면 애매함.. 교수님 자체는 넘 좋음"
148,이건범,기업재무론,5,누군가 경영의 미래를 묻거든 고개를 들어 재무를 듣게하라.그냥 갓 건범 그자체....수업 진행 깔끔하고 굉장히 도시적인 느낌의 교수님.스펙도 넘사근데 과목진입장벽도 넘사.... 도망가라....
149,정희진,무역영어,5,교수님 정말 좋으시고 흠잡을것 없음. 근데 쪽지시험 자주봐서 공부 안하고싶은사람은 안듣는거 추천 출결 깐깐함
150,손완표,화폐금융론,4,얻어가는건 많음 근데 사람들 잘 안듣고 출튀도 많은편.... 완표교수님 일찍 끝내주셔서 좋긴하다.
151,손완표,경제수학,4,출결  걍 전자출결 출튀많음 교수님 계산실수 자주하시지만 좋음
152,최영호,인권과법,5,교수님 좋으심 근데 강의 졸림. 출튀많음 어려움
153,"이건범,취창업지원팀",사회생활길잡이,1,사생길 극혐오프라인 강의 ㅈㄴ많음물론 이건범 교수님 강의 아님
154,유순혜,성서와예술,1,아니 누가 이거 평점 괜찮다했냐; 조별과제 뭣같고 교수님은 하는거 없이 수업 날로드시고 출석도 조장이 하고 미술관레포트에 개인레포트에 조별레포트에 어쩌라는거임 심지어 수기좋아한대서 수기로 써야 점수줄거같고 모든 형식과 길이가 자유고 매일매일 일기쓰듯이 레포트쓰래 장난하냐진짜... 내가 재수강하기싫어서 바득바득 하고있는데 진짜 죽어도 추천안함시험이 없다는 장점에 비해 단점이너무너무커
155,허난희,글쓰기의기초,2,으아악 조별좀 그만해 제발 조별때문에 죽을거같아요
156,최환진,디지털콘텐츠기획론,2,이 교수님이 수업에서 하는 게 무엇인고 하니 심사위원.시험도 의미없고 그냥 내가 열심히해서 발표하고 성장하는 거임...
157,"나현기,김남석",채플,1,극혐 영원히 아멘하길 ㅅㅍ채플 듣다가 빡쳐서 주님 영접할 듯
158,정지수,영어Ⅱ,5,일단 너무 예쁘심. 근데 마음씨도 예쁘시고 시험과 과제도 예쁘심
159,박혜인,글쓰기의기초,5,아직 중간고사 까지밖에 안했지만 진짜 대단하신분인듯. 진짜 교수가 이런사람을 뜻하는구나 할 정도로  유능하신거같음 글쓰는거에 대해 엄청싫어하던 나도 그분의 수업으로 글쓰기가 재밌어지고 자신감이 생김. 그렇다고 조별이 많거나 과제가 있는것두 아님 걍 글좀 잘써보고 싶으면서 꿀빨고 싶은 글기는 이분임
160,허난희,글쓰기의기초,1,진짜 왜 신청했는지 모르겠다 신청했던 그때의 나를 매우 치고싶다 그냥 교수님도 별로고 수업도 다 별로니까 제발 듣지마세요 진짜 이거 듣는 날은 그 전날부터 스트레스받음
161,"나현기,김남석",채플,1,차라니 기독교 재단 학교의 성향을 드러내는 채플이 나을 듯 이도저도 아니고 특정 코드의 인사만 와서 강의하는거 보기 안 좋은 차라니 목사님들 불러서 성경 설교를 하셈
162,백변경희,직업재활개론,2,"얻은 게 없었던 강의,, 사례 말해주시는 건 나름 재밌는데 수업이 너무지루했음"
163,"나현기,김남석",채플,5,채플 뒤에 항상 전공수업 있어서  채플 그렇게 싫진 않았음 쉬어가는 타임~~~ 거의 특강이나 공연으로 진행돼서 기독교적인 요소 1도 없는게 한신대 채플임
164,전성희,데이터베이스,2,내일 시험인데 과제하다가 열뻗쳐서 남깁니다... 다음 주 시험인데 금요일에 과제 27문제 내서 주말 안에 제출하라 합니다 전형적인 내 수업만 듣는 줄 아는 교수님이심
165,"나현기,김남석",채플,1,"제발 강사 좀 잘보고 데려와라,,,,이것도 등록금 내고 듣는건데 가끔 강사 수준 너무 떨어져서 어이없음,,,,연총장보다 별로인 경우도 많았음"
166,장종익,글로벌비즈니스개론,4,"피피티 자료 설명해주시면서 수업하는데 이해 잘되는편 ! 과제도 적당하고 쉽습니다 대신 진도가 엄청 빨라요 잠깐 놓치면 몇 페이지 넘어가있는 ..... 쪽지시험 중간고사 전, 기말고사 전에 있는데 공부만하면 쉽습니다 시험도 그닥 어렵지 않았어요ㅎㅎ"
167,황선미,초급중국어실습Ⅱ,5,1년동안 들어봤는데 중국어 어렵지않게 하나하나 다 알려주십니다 시험은 정말 하는만큼 나오구요 모든 학생들이 정말 정말 열심히 합니다 매 시간 중국어 쪽지시험이 있지만 양은 적어서 괜찮았습니다 그리고 교수님 귀여우심 .. 최고 🧡
168,양춘우,수학과문명,5,"시험은 쪽지시험 중간고사 전 1번, 기말고사 전 1번, 중간 기말 시험 둘다 봅니다 시험은 쉽습니다 교재 안사도 교수님이 프린트 자료실에 올려주십니다 저는 정말 재미있게 들었습니다 타과생이지만 양춘우 교수님 교양이 내년에 또 있다면 수강할 예정입니다 교수님 최고에요 근데 읽기만해서 쫌 지루할텐데 저는 재밌게 들었습니다"
169,제갈현숙,사회복지정책론,1,민노총 관련 단체 소속이시던데.. 너무 수업때마다 노골적인 정치색 드러내시고 조별과제는 그냥 답정너식으로 학생들한테 떽떽거리시기만 하는 느낌.. 믿거합니다
170,?,수재수학,5,수업 열심히 따라가고 자기가 공부한만큼 성적 나옴정직한 과목임프린트 채워서 달달 외우면 A+ 쉽게 나온다
171,조성호,운영체제,5,"어려운 내용이지만 수업시간때 비유를 잘 해주십니다. 이해하기 좋아요. 출석체크도 안 하시고, 최고에요."
172,"나현기,김남석",채플,5,"기독교인으로서, 자긍심과 정체성을 회복할 수 있었던 강의였다"
173,"나현기,김남석",채플,1,ㄹㅇ 차라리 교회가서 예배드리는게 더 이득입니다.
174,박설호,20세기독문학과문화,1,개같음...이건 싸강이지만 이건 들을게 못 된다. 걍 교수가 책팔이야^^ 과거의 나 죽어라
175,문철수,홍보학개론,1,조별 중간 끝나고 있대서 그 부분은 모르겠고 수업 들은 걸로만 적자면 추임새가 너무 많고 목소리 작은데 마이크를 안쓰셔서 꽤 앞자리에 앉았는데도 잘 안들림. 말할 때도 웅얼웅얼... 발음을 똑바로 안하심. 답답함. 이론 수업이라 재미없는 거 이해가는데 그래도 너무 재미 없음.  예시 들어주시는데 쓸데없이 장황하고 길게 설명함... 일찍 끝내줄 수 있을 텐데 절대 그렇게 안해줌ㅎ
176,"나현기,김남석",채플,3,"기냥저냥,,,, 집 가고 싶음 ㅠ 패논패여서 그냥 들음"
177,"나현기,김남석",채플,1,아 언제 끝나~~~ 나름 여러가지 하신다고 하셨는데 음...그냥 좀 ㅂㄹ
178,송은서,인터넷미디어영상실습,1,목소리도 작고 자기혼자 수업하고 학생들과의 소통 없음 그리고 진도가 빨라서 따라가기 힘들다는 학생 많은데 무시하고 그냥 진도 무작정나감
179,박구비,글쓰기의기초,3,학생들 하나하나 다 관심 가져주셔서 좋음 이름도 거의 다 외움
180,조성호,인터넷과네트워크실습,4,원서로 수업하지만 거의 그림만 보고 설명은 쉽게 해주셔서 괜찮음
181,김낙일,스마트UI/UX실습,3,관심분야아니면 이해하기 힘듦 그래도 열심히 들으면 피드백도 많이 해주시고 좋음
182,장정해,HSK4급Ⅱ,3,한만큼 나오고 교수님 친절하심 출결 안깐깐함 대신 시험이 좀 어려움 ㅠ
183,류승민,세계경제와한국경제,4,자 그럼 어떻게 되는거에요? 자 여기 그래프를  보면 어떻게 되는거에요?
184,임동확,아름다운시읽기,4,시 좋아하고 기억력 좋은 사람들께 추천드립니다.
185,하종문,일본근현대와동아시아,3,에타 강의평 다 구라다. 과제 일주일에 한 번이 말이 쉽지 많다. 수업도 보고서 위주라 그냥 내가 예습해온거 교수님이 살만 덧 붙이는거지 뭐 별거 없음. 걍 내가 알아서 찾아오는거다. 그래도 가끔 일찍 끝내주고 중간고사 안봄
186,김경민,인사관리,5,교수님 자체가 지식이 엄청 풍부하심 인사에 관해서 제대로 배워보고 싶다라는 분들껜 추천함.  그런데 널널한 수업 듣고싶은분들에게는 피해야할수업임.. 교수님 특성상  과제를 자주내는게 아니라 조별과제를 한학기 프로젝트처럼 생각을 해서 준비를 많이 해야하는 수업임 조별이 부담스러운사람들은 힘든수업일거같음  수업자체도  참여율이 좀 반영되는 수업이다 보니 조별발표같은 거 할때도 질문같은게 더적극적인거 같긴한데 그래서 발표순서가 중후반이다 생각되면 Q&A 좀 신경써서 갔음 그래도 하면서 배우는것도 좋고 교수님의 가르치는 방식들이 마음에 들어서 힘들었지만 좋은 수업이었음
187,주인석,드라마창작입문-플롯,1,개쌉노답 믿거 제발 거르세요~~~~~~~~~~~ 전필 아니면 죽어도 안 들어
188,"나현기,김남석",채플,1,종교 강요..1학점은 줘야 한다고 생각해요..
189,김현희,사회계층과불평등,2,진짜 별로.. 교재나 자료도 옛날 내용이고 수업 진행방식도 올드함 그리고 발표를 강요하는 이상한 습관이 있음
190,강윤형,영어Ⅱ,5,갓 윤 형 너무 존경해요ㅠㅠ 영어로 말씀하시는데 쉬운 단어들만 쓰셔서 괜찮아요
191,김준혁,정조문화권의문화유산과지역정체성,5,"수업보다는 사담이 훨씬 많고, 출결도 그닥 신경쓰는 분이 아니셔서 처음에 호명하면 보통 다들 나가는 편. 견학 수업도 있고, 교수님 휴강도 많이 하신다. 시험문제도 나중에 다 알려주셔서 좋기는 한데, 배우는 것도 남는 것도 없는 수업."
192,김준혁,정조문화권의문화유산과지역정체성,4,"교수님 정치색이 너무 뚜렷하심.. 가끔 좀 수업시간에 이런 정치적 견해를 말해도되나...? 하는 일도 있음! 근데 융건릉, 독산성도 직접가는데 현장학습하는기분! 피피티도 다 올려주시고 그거 잘 정리해서 시험보면 학점은 진짜 잘나옴 나는 쫌 꿀강이였던거같음!"
193,독고세준,고급프로그래밍,3,교수님.... 음 썩 잘가르치지는 않고... 시험은 괜찮은데? 하고 보고나면 다 한번씩 꼬았던 문제들이라 틀린다.... 사실 수업자체가 나랑 맞지않아서 집중이 잘되고 이러지 않았다 뭐 사람자체는 착한사람같은데 그렇다..
194,성민선,영어Ⅰ,5,진짜 좋았어요  진짜 교등학교 수업방식이었어요!!!!
195,조성대,정치학입문,3,교수님은 정말 좋았어요 수업이 저에겐 약간 어려웠네요
196,이남규,중세의고고학,1,교수님 바쁨 보강 다수과제 매우 많음수업내용 어려움
197,백수진,사진과포토샵실습,2,"교수님 강의 마이웨이,,이렇쿵 저렇쿵 넘어감,,, 혼자만 이해하고 넘어가심 결국 시험기간에 책보고 다시 공부,..다시 이겨수니 듣고 싶지 않군.."
198,정태성,뉴턴과근대과학탄생의비밀,4,교수님이 오픈 마인드이시고 강의 듣는 학생의 마음에 대해 잘 아심. 쉽게 학점 따고 싶고 빨리 집에 가고 싶은 마음 잘 아셔서 중요한 거 딱 알려주시고 빨리 끝내주려 하심. 근데 시험이 쉽기 때문에 문제 실수해서 틀리면 a 못받음. 조금은 어렵게 내셨으면 했지만 출석하고 조금만 공부해도 b 받을 정도로 쉬운 게 이 강의의 장점이기도 함. 과제 없음.
