,Prof,Lec,Star,Reviews
108,정영철,행정법각론,5,"정영철 교수님은 20명 이하 수업일 때가 더 좋은 것 같다 오순도순한 맛이 있어... 행정법총론 행정구제법 행정법각론 다 따라왔는데, 행정법각론은 중간고사 기말고사 총 2번의 객관식 시험을 본다 교재 위주로 출제되고 교재비 부담스러우면 도서관에서 빌리면 된다  중요한 부분은 집어주시고 필요 없다는 부분은 넘기시는데 중요부분 위주로 시험에 반영되니까 평소 수업을 잘 들으면 좋다 행정 관련된 이야기나 사회, 정치 이야기 종종 해주시는데 지식의 폭이 넓어서 감탄할 때도 많다(단 정치 이야기 불편할 수도 있음) 20명 이하면 절대평가인데, 객관식을 얼마나 많이 맞추는가에 따라 학점이 결정되고 점수는 기준이 엄격할 뿐이지 짜게 주는 교수님은 아니다교수님 2020년에는 독일 가셔서 안 계신 게 아쉽다"
109,김신곤,MIS개론,1,차라리 C+받고 다른 교수님꺼 재수강하고 싶을정도로 얻는 것 하나없는 수업임...;;;; 그냥 최악
110,이대희,행정이슈특강,1,"그냥.. 말이 필요 없음또 개설될지는 모르겠지만등록금, 시간 아깝습니다 듣지마세여"
111,이은정,경제신문읽기,5,그저 갓입니다 대학교 교양의 최고를 상상하신다면 바로 이 강의입니다.
112,장홍제,일반화학및실험1,5,갓홍제 갓갓갓 강의력 문제출제력(?) 뭐 하나 빠지지 않음
113,김신곤,MIS개론,5,뭐 딱히 얻어가는건 없지만 그렇다고 시험문제를 까다롭게 안내고 다 알려줌. 자기공부해도 1도 터치안하심 출석도 끝날때 부르고.
114,이준환,어셈블리프로그램설계및실습,5,"장점: 이준환 교수님. 시험은 열심히 공부 했다면 잘 볼 수 있음. 얻어가는 것도 상당히 많음중간은 다른 강의랑 유사, 기말은 프로젝트 내용에서 나옴단점: 다른 강의들과 다르게 온라인이지만 실습이 있어서 시간이 150% 듬그렇지만 장점이 단점을 분쇄하므로 그냥 들으십쇼"
115,신영주,데이터구조설계,3,이정도면 아주좋지도 아주별로도 아닌 수업인듯 과제는 윈도우상에선 쉽게됬는데 리눅스에서안되서 포기하고 낸게 많고 ㅋㅋㅋ 시험은 ㄱㅊ음 코드도 크게 복잡한ㄱ없고
116,하용수,마케팅,4,영어 강의지만 교수님이 한글로 알기 쉽게 설명해주시기 때문에 강의 때 잘 들으면 이해하는데 문제 없습니다.교수님이 굉장히 친절하시고 재밌게 잘 가르쳐주십니다.강의 안들어도 PPT 보면서 천천히 공부하면 되구요.출석은 랜덤으로 부를 때도 있고 안부를 때도 있는데 이번 학기는 총 12번인가 부르셨습니다.조별과제는 잘하던 못하던 큰 차이는 없는 것 같습니다. 조별과제 관련 보고서를 15장인가 써야 하는데 이건 점수가 정말 미미하니 대충 써도..학기 중에 퀴즈가 2번 있는데 주로 그래프나 그림 관련된 퀴즈를 내시는듯 하니그 주변 내용 위주로 보시면 좋을듯 합니다.
117,이준환,어셈블리프로그램설계및실습,2,프로젝트 나오기전까지 쉬움.근데 쉽다고 공부 대충하면 프로젝트 망함.공부 열심히 했다고 가정하고시간투자만 하면 프로젝트 구현 가능.올해에 갑자기 난이도가 어려워졌다.개인적으로 별로 의미없는 과목이라고 생각한다.이거 들을바에 다른거 듣는다.
118,이준환,디지털논리회로2,5,1. 과제가 매주 나옴. 과제가 힘들진 않지만 보고서 쓰는데 좀 걸림2. 과제때 구현한 모듈은 프로젝트에서 사용할 것이니 제대로 구현할 것3. 중간시험은 디논1과 유사하고 기말시험은 프로젝트에서 구현한 것에 대해 쓰도록 나옴.4. 중요!!! 교수님은 사소한 것도 질문을 다 받아주시니 꼭 질문하도록 하자.5. 0점 나오면 꼭 조교 문의해볼 것. 시뮬레이션 툴 오류로 가끔 0점 나올 수 있음6. 이걸 다 해낸다면 당신은 베릴로그를 잘 할 수 있습니다.
119,신영주,데이터구조설계,3,밑에놈은 실력이 없어서 저런 소리 하는거고 조금만 공부하면 다 풀수 있게 나옵니다하지만 강의력은 별로인건 사실과제도 쉬운편이었는데 호들갑떨지말자
120,현정환,외환시장론,5,"국통 유일한 희망 갓정환교수님의 강의를 막학기에 처음들어보는 내 자신이 너무 바보같아서 후회됌. 도대체 4년동안 현정환교수님수업안듣고 뭐한것인가.  꿀빨려고 뭐 이상한 심상렬교수님수업 이딴거 듣지말고 현정환교수님 수업 들으세요. 교수님  매우 쉽게 설명해주셔서 이해도 잘되고 수업내용도 정말 유익함.  교수님 책내셨는데 그것도 이해디게 잘되서 왠만하면 책사서 공부하길 바랍니다. 그리고 교수님 뭔가 말하시는게 웃겨서 수업시간에 지루하지도 않고 매우재밌습니다 ㅎㅎ  학점은 공부 조금만 해도 따기 쉽습니다. 왜냐면 그만큼 공부안하는 인간들이 널렸기 때문에 걱정 할 필요 없습니다. 정말 최소한의 노력만 하시면 됩니다. 교수님이 시험문제 다 알려주시는데 그거만 공부해도 에이나옵니다. 제가  2,3 학년이면 현정환교수님 수업 다들을것 같습니다. 교수님이 틈틈히 취업관련 팩폭을 날려주시기 때문에  빨리 정신차리기에도 좋습니다. 후배님들 빨리 정신차리시길 바랍니다 저처럼 뒤늦게 후회하지 마시고 ㅠㅠ"
121,?,행복한금융생활,5,그냥 강의듣고 핵심 정리해놓고 따로 공부 안함시험 때 컨트롤+F 로 찾아가며 보면 간당간당하게 A+ 받습니다.공부량 대비 학점 받기 쉽습니다.
122,김인호,한국문화사,2,강의자료가 상당히 불친절하고  수업 때  사용하는  슬라이드도  글씨 색 때문에 종종 안보일때가 있어 좀 짜증났었음
123,김인호,한국문화사,5,출튀가 걸리신 분이 계셨는데... 아무튼 괜찮은 수업이었고 시간 엄수는 매우 민감하셔서 잘 오셔야 할 듯 싶네요
124,김인호,한국과학기술문명사,4,"무난무난한 강의였음. 졸아도 괜찮은 수업이고, 딴 짓해도 뭐라 안 하시는 분인데 내용이 넘나리 많다ㅠㅠ..."
125,김광섭,말하기와소통,5,"반장이어서 힘들었지만 재밌는 수업이었고, 덕분에 대회도 나가서 상도 탔고, 친구도 많이 사귀었고,이 정도면 좋은 수업이었다!"
126,이진영,대학영어,4,"우린 6명 밖에 없었지만,, 한국 분이심에도 수업 내내 영어로 말씀하셔서 놀라웠고, 셤 문제도 그다지 어렵거나 그러진 않았지만 매주 있는 요약 숙제가 귀찮았음!"
127,이준환,디지털논리회로2,3,과제량 미쳤음매주매주 리포트랑 인강방식은 디논1과 같음마지막 프로젝트가 ㄹㅇ 헬임아직 학점 안 나와서 모르지만 아주 근소하게 갈릴 듯
128,서두옥,오픈소스소프트웨어설계및실습,1,시험 범위 진짜 미쳤음문제는 시험범위가 많아도 컴공 커리큘럼 상 하루나 이틀 밖에 시간이 없음 아마도 높은 확률로 벼락치기의 끝을 경험하게 될듯팀플도 개빡셈
129,김신곤,MIS개론,3,진짜 별로다 제발 듣ㅈ 마세요들...이렇게 강의력 없는 교수님은 처음 봄 진짜..
130,신영주,데이터구조설계,1,1. 강의력: 문장 읽는것과 다름이 없음2. 시험: 알고리즘이 아니라 소스코드를 다 쳐 외워야함.3. 실습과제: 입에서 욕이 자동으로 나오게 됨컴공 최악의 과목
131,안영아,C프로그래밍응용,5,과제많고 교수님이 노잼이고 시험어려운가빼먼 노잼이엿어용
132,한진섭,컴퓨팅사고,4,"중간은 컴퓨팅사고 이론에대한 필기 시험 인데 뭐 배운 것도 없는 거 같았는 데 외울것도 많고 시험 어려웠음; 교수님 성격 믿고 나대다가 한 대 맞은 느낌이후 기말 부분은 파이썬 실기임. 1학기때 c언어 하면서 대충 친숙해서 그런지 설렁설렁 듣고 이틀 준비해서 그럭저럭 잘 봄.  애초에 교수님이 어려운 문제를 안내심. 강의교안이랑 예제문제만 유심히 살펴보고 기말 과제인  클래스만 잘 이해하면 됐음.총평: 배운건 별로 없음. 거짓말 안하고 75분 수업중 중간쉅은 20분하고 기말쉅은 30-40분 하신듯...기말은 내 체감이라 틀린 정보일 수도..? 그래서 부담은 없는 과목 + 책은 살 필요 절대 없음 강의 교안으로 충분할 뿐만아니라 파이썬은 교재를 펴볼일도 없음 교수님도 아예 안읽으신듯끝으로. 아재 개그는 개인 성격이라 상관없는 데 1학년 수업이라 그런가 기초 오브 기초...(이렇게 간단하게 수업하는 교수님도 없을듯)컴맹으로 시작해서 1,2학기 겪은 사람이라 한마디 하자면 1학기때는 컴퓨터에 익숙하지 않아 한진섭 교수님 수업이랑 필기 시험이 벅찰 수 있는 데 2학기에도 여전하면  적성이 안맞거나 좆도 공부안한 거다. 스스로를 성찰하고 내 미래 내가 챙겨서 나중에 우는 일 없길 바란다.(불쾌했다면 미안)"
133,변숙은,소비자행동,3,수업내용 안어렵고 수업 안듣고 시험 잘 볼수있지만 팀플이 꽤 빡셌다.  처음부터 스스로 틀짜서 만들어가야해서 머리 개아팠음.
134,김상목,선형대수학,4,교수님이 좋다. 교수님만 좋다. 선대는 싫다.
135,박병준,인공지능,4,내용자체가 생소한 면이 있어서 조금만 공부해도 성적 잘나옴. 교수님이 열정은 있으시지만 성적 잘 받고 싶다면 그시간에 독학이 더 도움될꺼임. 그리고 과제는 너무 허무맹랑한 내용을 내줘서 당황했지만 구글링 열심히 해보길.
136,서두옥,오픈소스소프트웨어개발,4,오픈소스라는 새로운 경험을 할수있다는 점에서는 괜찮음. 그냥 오픈소스에 기여할때 번역하느라 여기가 소프튼지 영문과인지 햇갈릴뿐. 필기시험은 개별로
137,정일권,커뮤니케이션탐구방법,1,시험 세번인 것부터 말 다했음 교수님이 수업하시다가 말 정정을 너무 많이해서 뭐가 맞는지도 모르겠음
138,임한상,컴퓨터구조,5,내 이해력과 실력에 문제가 있을 뿐이지교수님한테는 아무 문제 없음 ㅋㅋ.. 씁쓸빛 한 상
139,김정수,경영학의이해,1,그냥 생각이란걸 하지말고 드랍하셈 이걸 듣는다?  시간낭비
140,박판식,읽기와쓰기,4,"수업 재미있음. 자기 얘기 하는거 싫어하면 좀 비추. 원래도 추천인데 말하는거 좋아하기까지하면 강추! 교수님이 좀 특이함. 천재괴짜느낌..? 교수님독설이 좀 있지만 나는 수업 재미있고 기대됐던 수업임. 참여잘하고 과제 잘 내고 책 가져오고 그러면 점수줘서 걍 a임.. 크게 웃어도 점수 줌. 졸아도 점수주는게 박판식 교수님임.. 아 글고 수업 듣게되서 글쓸때 참고하면 좋을 점 : 솔직함, 진정성, 자기얘기(책,영화얘기안써도됨.독후감x),여운이 남는 마지막문장  이정도? 근데 수업 듣다보면 어떤 포인트에서 교수님이 끌려하는지 알거임. 얘기 많이해서 점수 많이 얻어가기를."
141,노진서,영미문화읽기,3,한 주에 하루 영화 하루발표임. 발표할거면 영문강독하셈 개꿀. 시험은 서술형인데 8~10문제이고 그냥 아는대로 써라 식이라서 팔이 너무 아픔..그리고 발표자료에 의지하기엔 부족해서 내가 알아서 찾아서 공부해야댐. 근데 수업은 꿀이다 영화보고 발표들으면 되니까..등록금이 좀 아깝긴하다. 학점 어케 나올지 좀 무섭긴함..
142,김인호,인문교양세미나,4,주 1회  책읽고 요약하기+질문2개 1페이지정도? 과제 있음.되게 귀찮음..발표자는 그 책 내용 발표함. 그리고 다같이 얘기함. 거의 말하는 사람만 말하는듯. 중간기간 후에는  주제정해서 토론하는데 4명이서 찬성반대 2명씩 팀정함! 과제 주1회 있고 발표 1번 있는거 빼고는 개꿀..물론 수업 2시간이 지루하긴함.
143,강사(미정),대학수학및연습2,5,그냥 잘가르침.과제없고 퀴즈2번으로 대체. ㄹㅇ이런교수님없다. 걍 무조건 들어야함. 퀴즈채점 시험채점기준도 매우 너그러운편이다. 열정도 넘치셔서 하나라도 더알려주려고 노력하신다.  퀴즈는 걍 교과서랑 수업시간에 한 문제 중에 나오고 시험문제는 살짝 어렵다고 느끼는정도이다. 걍 수업시간에  교수님이 풀어주는 문제풀이만 적고 공부하면 시험못볼수가없음
144,한진섭,컴퓨팅사고,3,교수님 제발 드립좀 그만하세요  진짜 드립듣기싫어서 수업가지말까  매번 갈 때 마다 내적갈등 오지게 했슴다; ...과제 두번있는데 둘다 쉬움시험 안어려움근데 교수님 이 치는 드립 반응해주는게 젤 어려움
145,조선낭,음악의이해,5,그저....빛 ㄹㅇ 하라는 것만 하고 출석하면 땡임 2학기 너무 편하게 보냄~
146,윤성재,인물로본한국사,3,솔직히 강의의 주제는 흥미로운 편이지만 매우 매우 매우 졸렵다. 목소리에 높낮이가 없으시고 발음이 좋지 않아서 더 졸렵지만 교수님 입에서 나오는 모든걸 필기해야함 하루라도 빠지면 안됨 강의자료로 독학은 거의 불가능함ㅎㅎ 시험은 서술형이랑 단답 섞어서 내셨었는데 채점 기준이 엄청 까다로우신 편임 성적은 채워주시지 않고 본인의 기준에 맞춰서 주십니다
147,서두옥,오픈소스소프트웨어개발,3,자료도 좋고 교수님도 현장 경험이 많으신것 같아요. 그런데 오픈소스라는 주제로 컴공 전과목을 훑어보는 거라 양이 상당합니다. 암기위주로 하면 중간 기말은 해볼만한데 팀플 점수를 좀 깐깐하게 주신다는 얘기가 있더라고요. 어쨌든 대형강의니까 친구랑 팀맞춰서 들어볼만한 강의입니다.
148,윤성재,인물로본한국사,1,최 악 의 수 업학겨다니면서 이렇게 힘든 수업  처음이다수업내용이 어렵고나 그런건 없는데 진짜 못가리침...
149,정한조,데이터마이닝분석,5,장점 :  오만가지를 다 배운다. 단점  : 오만가지를 다 배운다.
150,김화성,기초전자회로실험2,1,프로젝트 시연 시 쳐다도 안 볼 때도 있고 프로젝트에 대한 피드백이나 조언 1도 안하고 미국 대학 교수도 그러는가 싶고  학생들 앞에서 조교분 개쪽주고 있고.... 같은 미국 대학 박사 출신 박찬형 교수님은 안그러는데 이 사람은 왜 그러는걸까?
151,로렌,영어회화,3,제발 영어 못하는 애들아 여긴 아니야 도망가...문법이 널 괴롭힐거야..책에서 문제 안나오고 응용된 문제 나와
152,이은경,중국어비즈니스작문,4,강의력은 정말 좋으시고 문법 정말 잘 알려줍니다.이번 학기에 쉬운 교재를 사용하였고 점수도 부분점수가 나갔기때문에 차이가 0.1 점만으로도 A+ B+이 갈릴 수 있었고 매번 스트레스에 시달렸습니다.상시평가는 총 4번보고 중간 1번 기말 1번보았습니다
153,홍의,무역영어,5,일단 절평이였으면 무조건 듣길 바란다. 홍의교수님이 절평은 갓 이번 학기는 상평인걸로 알고 있음그리고 무역상무 개념없으면 이해하기 힘들 수 있음매번 퀴즈가 있고 총 6번이고 이게 중간을 대체함기말은 영작과 해석과 무역영어기출문제 풀이임
154,홍의,무역상무연습,5,"통상학부 과목 중 정말 자격증시험에 도움이 되는 과목 중 하나  홍의교수님 절평은 갓ㅜㅜㅜ다만, 학기중에 한번 발표가 있음 관세사 기출문제 풀이하는 건데 준비하는 과정이 조금 힘들 수 있음. 발표시간은 30분UCP CISG MIA ICC에 대해 배우고 무역과 관련한 자격증을 취득할 때 매우 도움이 되는 내용들 이며  정말 많은 도움이 될거같음. 다만 벼락치기 하기 좀 빡새니 평소에 공부해야함. 양이 좀 많음."
155,김형국,상상공학과표현,2,김형국교수님의 상상공학과 표현이 아니라 조교님의 상상공학과 표현 수업입니다 ^^ ㅋ ㅋㅋ 진짜 비추입니다 교수님보다 조교님을 더 많이 봤어요
156,코두루,환경과생태,2,이건 아닌듯팀플발표+팀플레포트+개인레포트+기말고사=ㅈ옥
157,손광철,프로그래밍기초,5,이번엔 중간기말 둘다 쉬웠음.기말 파트 겁나어려운데 쉬운것만 찝어주셨고 변형도 거의 안해서 나왔음.교수님 재량이 아닌 제도상에 의한 과제 3번이 있지만 난이도는 괜찮음(죄다 코딩).
158,공준환,21세기동아시아사회의이해,5,강의가 무엇인가 물어본다면 고개를 들어 갓준환을 보게하라
159,공준환,21세기동아시아사회의이해,5,"시험범위가 좀 많긴한데 쉽게 나와서 그렇게 부담스럽지 않음전범위에서 출제되는 객관식문제는 식민지,  샌프란시스코 평화조약, 진먼, 빨갱이  이 정도 수준으로 중요한개념만 나옴"
160,하병국,비즈니스데이터분석,2,교수님이 전체적으로 본인이 하시는 수업을 완전하게 이해하고 있다는 느낌이 들지 않음엑셀이랑 태블로를 배우는데 혼자서 후다닥 나가버리셔서 굉장히 당황스러움여쭤보면 알려주시기는 함! 근데 굳이 이 수업을 들어야하나? 하는 생각이 듬
161,김서영,영화의이해,4,교수님이 열정적이시고 배울점도 많지만 영어가 어느정도 되어야 할것같아요
162,최정현,프로그램구조론,1,광운대를 다니면서 들었던 수업중 최악의 수업차라리 수업시간에 밖에 나가서 사람구경을 하는게 더 얻어가는게 많았을듯
163,김성환,중급회계2,5,강의력좋은교수님회계 1타? 강사님 책출판에도 관여하신 교수님이시더라구요 강의력말고 교수님도 좋으십니다. 단내용은좀어려워요
164,채현석,세법,1,회계사준비시작하는 학생인데 3주차부터 수업 다포기하고 세법인강구매해서공부중입니다 절대듣지마세요
165,김서영,영화의이해,5,교수님너무좋으십니다.. 그치만영어수업이라 집중하기는좀어려워요..
166,박애영,회계원리,5,광운대 최고의 교수님과 최고의 수업과제 별로 안내주심조짜는데 수업시간에만 같이하고 따로 조별과제 같은거 없어서 모일 일 없음학점 플러스 채워주심
167,이정은,성과심리학,4,일단 성과 심리학이지만 그냥 여성학이라고 해도 될 법한 페미수업 설직히 깊이 있게 배운 건 하나도 없지만 교수가 페미 성향이라 그쪽 입장에서 계속 말함 그리고 페미인 사람들이 수업 많이 들음 솔직히 난 페미도 뭐도 딱히 아니여서 상관없었지문 페미 성향인 사람들이 날카롭게 질문하거나 혹은 발표 할 때 내용 들으면서 페미 싫어하는 사람이 들으면 거북하겠다 생각함. 그리고 동성애에 대한 것도 배우는데 난 그쪽 반대해서 듣기 거북했음. 자기 성향과 상관없이 그냥 학점만 챙기고 싶다하면 들을만함조별발표 한번 (팀과 주제 무작위임/되도록 앞에 주제로 하셈)매주 리액션 페이퍼 한장 (중간고사 대체도 레포트임)기말 고사 한번 (중간없이 기말 한번이지만 시험 개쉬워서 피피티 두번 정도 보면 만점) 발표에 대한 질문 5번 이상 (아무거나 해도 됨) 출튀많고 교수도 상관 안함 성적은 아직 안나왔지만 나름 수업은 편했음 그러나 얻어가는 것도 없음
168,김화성,객체지향프로그래밍,3,다 떠나서 이번 기말  45장만 나온다해놓고4567내버린건 오바아니냐?
169,김서영,영화의이해,4,기말고사부터는 내용이랑 영어가어려워요...다른시각을 배울수있긴한데 시험때문에 마냥즐겁게만들을순없었던것같음
170,이정은,성과심리학,3,매주페이퍼 만잘하면뭐 쏘쏘인듯싶다조별발표도잇다
171,김화성,객체지향프로그래밍,2,"이론면에서는 도움이 되는 내용이긴 하나 단점이 좀많음.과제는 책 연습문제라서 쉬운편.시험은 수업듣고 이론좀 확실히 보면  어려운 문제 제외하고는 손댈 수는 있음.1) 잔소리가 많음. 미국 대학은 과제하나하나 검사한다면서 우리나라 학생들은 대충한다는식으로 얘기하면서 교수님 또한 과제하나하나 검사 안하는 모순. 2) 제일 싫었던게 질문하면 구글링해봐. 그걸모르냐 이런 반응. 어디 좀 알려주면 덧나나? 3) 휴강시 인강대체? 빨리빨리 돌려 볼수 있어서 시간적으로 더 절약되는듯하지만, 휴강이 교수님의 이론수업이 없을뿐 조교 지도하 과제검사수업이있음. 수업때도 와야하고 인강도 들어야하므로 시간이 배가 됨. 4) 작년에 올해수업 마지막에한 oop같은거 시작때 해서 중간이후에 6장을 나간거 같은데 올해 6장은 중간고사 한주전에 끝냈음에도 나온거 보면 작년꺼 가저온듯한 느낌이 듬. 왜냐면 4,5장,7,8,9,10,13,15장을 한다고하였거든. 그리고 작년에 15장 진도 안나갔고 올해는 나갔는데 역시 문제가 안나옴ㅎㅎ 결론은? 문제 내기싫어서 그대로 가져왔다. 무슨 문제가 있는지 모르는체.."
172,김진수,인터넷활용,5,"정말 참된 교육자과제가 많긴해도 수업시간은 물론이고, 시험결과가 나와도 웃음기가 가시지가 않는다."
173,김화성,객체지향프로그래밍,1,"1. 수업시간 질문에  인터넷 찾아보라고 하심.2. 중간,  기말  문제가 매우 디테일함.  자바  cmd에서 구동시키는 방법부터 자바파일 저장위치까지 외워야함.3. 강의녹화를 하시는데 수업중 관계없는 얘기는 녹화 중지하고 녹화함.   -> 그날 강의녹화시간 15분나옴 ㅡㅡ4. 위 3의 수업중 무관한 얘기의 80%는 미국얘기임. 했던얘기를 반복함. 5. 수업태도에 엄격하셔서 화장실가는거 납득못하심. 나갈꺼면 그날 수업은 다시 들어올 생각은 포기해야함.6. 강의자료는 오류좀 있어서 책이랑 같이 안보면 헷갈릴 수 있고 학점 잘나올려면 자습이 답임. 광운대 다니면서 본 꼰대중 탑입. 후배들은 제발 이거보고 다른학과강의로 가라..."
174,김화성,객체지향프로그래밍,1,내가 아무리 소프트로 갈거라도 이 강의는 3번만 더 생각해보자...소융대라는 좋은 곳이 옆에 있으니 거기서 더 의미있는 강의 찾아서 수업듣자.이 경고를   무시하고 수업을 듣는다면 당신은 전통과 개꼰대 교수님의 미국비교라이프를 경험 할 수 있다. 시험 난이도 개극혐에 과제 7번. 그리고 과제 재검사를 위해 조교가 질문하는 시간 있다. 보강이라고 작년 강의한거 올려주는데 어떻게 된게 강의에서도 개꼰대소리가 한결같은지 참...제발 다시 한번만 생각해봐라
175,노정진,현대재즈의역사,2,매우매우 귀찮음. 지난학기에 전통재즈 들었어서 이번에 이어들었는데 저번이나 지금이나 듣기퀴즈 외우는데 시간걸리고 재즈바도 갔다와야함. 시험도 은근 자잘하게 내서 중요한것만 외웠더니 시험못봤음ㅋㅋㅋㅋㅋ 수강신청때로 돌아가면 신청안할거임
176,김화성,객체지향프로그래밍,1,"절대 듣지마세요, 김화성 3글자가 보인다면 당신은 이 수업을 소융대 수업으로 대체해야 한다는 것을 의미합니다. 수업시간에 배우는 것 한가지도 없고,  교수가 집에서 자기자식에게 못하는 잔소리를 아무소리 못하는 학생에게 하는 수업입니다."
177,김화성,객체지향프로그래밍,1,"수업 자료는 출판사에서 제공하는 자료로 수업하십니다. 강의 75분 중 60분은 교수님의 미국 유학 시절 경험담을 알려주시며,  남은 15분으로 진도를 나가시다가 시간이 부족하면 인터넷 강의로 보강을 진행하십니다.  매 강의시간동안 학생들이 질문을 하지 않는다고 말씀하시며 미국 학생들에 비해 한국 학생들의 문제점을 지적하십니다. 참고로 한번은 학생이 강의 중 질문을 했는데 인터넷을 찾아보라고 말씀하셨습니다. 중간에 조교님이 오셔서 과제를 제대로 했는지 검증하는 시간이 있습니다. 이 날은 교수님이 오시지 않고 조교님만 오셔서 과제 점검을 하게 됩니다. 만약 그때 답을 못한다면 그 과제는 0점처리됩니다. 중간고사 시험문제에는 세미콜론 빼먹은 코드가 3개, 중괄호 빼먹은 코드가 2개 있었습니다. 또한 교수님이 의도하지 않은듯한 오류도 몇 문제 있었습니다. 만약 이 강의를 수강하고 중간/기말고사 대비를 하실때에는 강의자료를 모두 다 외우시는게 좋을 것 같습니다. 단순히 코드가 어떻게 돌아간다는 정도만으로 공부를 끝내지 마시고 자바 프로젝트를 저장했을때 그 프로젝트가 어디에 저장되는지 파일 경로를 외우시고, JDK 버젼에 따라 뭐가 달라지는지까지 모두 차근차근 공부하시길 바랍니다."
178,김화성,객체지향프로그래밍,2,생각치도 못한 부분도  알아야하는편.  과제등이 막 많거나 어렵진 않은데 시험에서 놀랄수 있으니 주의
179,한진섭,컴퓨팅사고,4,겨울 계절학기에 대부분 들어서 절평입니다 무조건 들으세여
180,강희원,대학영어,4,쁠은 다 채워주시는데  시험에 변별력이 별로 없어서 무조건 잘보셔야해요
181,김희교,나의역사,3,자기 앞으로의 날들에 대해 생각 해볼 수 있는 강의입니다.
182,이원호,구조역학2,5,"학교에 몇 없는 참교수님이심, 시험도 조금만 노력하면 잘볼수 있음"
183,박판식,읽기와쓰기,5,"그냥 믿고 수강하세요. 아무런 기대없이 수강했는데 나중에는 매주 수업시간이 기다려질 정도로 재미있는 수업이였습니다.  시험은 중간에 텍스트 읽고 글쓰기,  기말에 중간에 쓴것 고쳐내기가 있구요,  과제는 자신이 지정된 주에 텍스트 한 번만 써가면 됩니다. 한명한명 돌아가며 교수님이 재미있는 질문을 해주시는데 그것도 재미있어요. 손 들고 말 할 수 있으면 점수 따기 무지 쉬운 과목이에요"
184,공준환,21세기동아시아사회의이해,5,수업은 정말 좋습니다 하지만 기말 범위가 정말 많습니다 전공보다 빡셌습니다
185,최정현,프로그램구조론,1,진지하게 광운대 모든 수업이 이런식이었다면 자퇴하고 수능 다시 봤을 듯
186,최정현,프로그램구조론,1,한 학기내내 스트레스만 받았던 최악의 수업이었습니다. 남는거라곤 스트레스와 짜증뿐
187,오종민,전자재료공학개론,5,1학년이 듣기에는 조금 어려울 수 있지만 확실하게 들어놓으면 2학년 되서 분명히 많은 도움이 될겁니다중간 치고 포기하는 사람 많기 때문에 중간 좀 못봤다고 포기하지 말고 기말때 열심히 하면 좋은 결과로 보답받을겁니다
188,최정현,프로그램구조론,1,이런 사람이 교수인가 싶을 생각이 들 정도로 최악의 교수. 꼰대의 정석. 뭔 미국얘기를 수업시간 마다 하고 수업시간은 항상 5분 이상씩 늦고 천천히 준비하다  시작함. 학생이 교수해도 이 교수보단 잘 가르칠듯 ㅋㅋ 과제는 한 수업 당 1-2개이고 수업도 전혀 쓸모 없는 수업. 등록금이 아깝다는 생각이 든 수업은 처음. 절대로 듣지 않는걸 추천. 그냥 이 교수님 빨리 그만두셨으면 한다;
189,이수욱,생활속의회계와세무,5,"아직 성적은 안나왔지만, 재밌게 들었습니다."
190,김진영,진공공학2,5,쉬어가는 전공이지만학점도 같이 쉬게 돼요학점따기 제일 어려운 과목
191,조원주,반도체공정1,5,강의력은 아주 좋습니다.과제랑 시험범위 너무 많아요
192,손주영,조직과리더쉽,4,달달 외우면 돼요저는 좀 찐따 성격이라 팀플하는게 힘들었네요
193,노진서,미디어로읽는영어의역사,4,교수님 비율채워주시고 정말 좋으신교수님입니다. 애들 이름도 외우려하시고 모두에게 친절하십니다.  일주일에 한번 영화봅니다. 자신이 역사에 흥미있다면 좋을테지만 자신이 역사에 대해 하나도 모르고 흥미도 없다면 교수님이 좋아도 학점 잘나오기힘듭니다...
194,강사(미정),노인복지론,5,수업 듣시도 좋았어요!! 과재도 편하구요 시험도 공부한대로나오ㅓ요
195,김귀열,전력응용공학,5,1.2학기 전부 들어본 결과. 출튀 가능. 수업 시간도 꽉 안채움. 중간고사 이후 2주? 정도 지나면 딱 한 번 출튀잡음. 중간 기말 전에 5분짜리 발표 대충 준비해서 대본 읽으면 됨. 시험 전 주에 알려준 시험범위 외우면 수업 하나도 안들어도 학점 대박
196,서반우,전자기학2,3,학점만 얻어갈 수 있는 강의...1년동안 전자기학을 배웠지만 알아간 건 거의 없다
197,조규진,기업과경영,1,"시험 어려움,  휴강은 많은데 휴강하는 대신 전시회 갔다와서 보고서 6페이지 써서 제출하라고 하심.교수님도 동양인인데 동양인 비하발언 자주 하심(예.  한국사람들은 허접해서 절대 서양인들처럼 발전할 수 없다.)이번학기 베트남학생들도 있었는데 그 앞에서 베트남인들은 게을러서 발전이 힘들다 같은 무시발언 자주 하심.위안부 문제에 대해서 이미 '보상'받은걸 자꾸 말하는것은 잘못된 행동이고 다 쇼일뿐이다 같은 이해할 수 없는 말들을 하신다."
198,이영희,물리전자2,5,과제는 3-4번 정도 있지만 자료조사하는거라 어렵지 않고 또 교수님이 안보십니다..ㅋㅋ시험 점수로 학점이 완전히 판가름납니다.시험은 족보에서 거의 다 나오지만 아마 수업시간때 필기한걸 그대로 적기만 하면 절대 좋은 점수는 못받을겁니다.왜 그렇게 되는지 이유를 명확히 알고 다 서술해야 점수 잘나옵니다.
