,Prof,Lec,Star,Reviews
114,최형광,고급컴퓨터수학,1,"교수님께서 진행하신 리눅스, 생명정보과학과 이 수업 모두 수강했습니다. 이 수업은 앞선 두 수업에 비해 정말로 실망스럽습니다. 진도 밀려서 PPT 읽기 급급한 이론수업, 일관적이지 못하고 손으로 코드를 쓰는(지금은 조교 메일 전송으로 나아졌지만 일관성이 떨어집니다) 실습 방식, 팀 프로젝트는 대체 끝내는 발표의 이름을 중간 발표라고 하는지 모르겠고 기획 발표는 점수 들어가는 것 처럼 하더니 나중에 하나도 안 들어간다면서 학생들 기운 떨어지게 하고. 조교는 학부생 팀프로젝트에 왜 이렇게 압박 질문을 하는지 도통 모르겠습니다. 또란 리눅스때와 같이 진도 나가는 중에 따라해보라고 실습하는 것이 더 낫다고 생각하는데 이렇게 이론 수업은 하나도 안 남게 설명하고 실습은 하나도 도움이 안되게 하는 게 대체..."
115,조영필,운영체제(가반),3,진짜 힘들다.진짜 진짜 진짜 힘들다.힘들다....이론 + 실습 + 프로젝트모두 다....
116,문정화,섬김의리더십,5,교수니도 좋으신 분이였고 봉사만 하면 패쓰라 꿀 교양임
117,이성식,일탈과사회통제,3,답안을 쓴만큼 점수가 정확히 나오는 것 같음.  과제도 없고 팀플도 없어 좋긴했지만 내용 자체가 어려웠고 교수님 필기를 다 적고 외우는 게 결코 만만하지 않음...
118,?,채플(공통채플,5,중국어채플이라서 중국어로만하는줄알았는데 한국말도 많이 하더라구영 중국인이 많긴한데 채플이니까 상관없었어요
119,?,채플(공통채플,5,채플은 언제나 옳다. 특히 영어채플은 그러하다.
120,김일원,분리공정설계(영어-한국어)(온&오프),3,기말 시험이 개오바였습니다.시험문제 당일날 만드시는 듯
121,박성희,생명정보학의이해(의생명시스템제외),4,중간까지는 열정적으로 하시는데 중간 이후부터 맥이 풀리는 느낌.. 시험은 전형적인 교양이에요 많이 외우면 잘 나와요
122,정수현,미국의이해,1,최악임 절대 안 듣길 바람 교수의 자격이 없다고 생각함
123,신선임,대학생활과진로탐색,2,"1학년때만 들을수있고 워낙 유명한 교양수업이라 들었는데 다음 학년 들어오는 학생들에게는 비추...한번 결석하면 무조건 페일이다 이거 생각보다 힘들고 지각, 수업시간 핸드폰사용 같은거 페널티 주고 중간 못본정도로 페널티 줘서 생각보다 f받는 사람 많음 점점 빡세지는 것같으니 다음 학기에는 얼마나 빡셀지 모르겠다 페페라서 들을 학생들은 다시 한번 생각해보기 강의시간도 길다 조별수업으로 이루어져서 좀 소심한 학생은 학기 내내 힘들수도 있음 앞으로 진로에 크게 도움 안된것같아서 더 별로였다 충분히 집에서 혼자 해볼수있는 검사로 진행됩니다 다른 교양 드랍하고 이거 들을바엔 자기가 듣고 싶은 교양 하나 더 들으세요"
124,장성연,기업경제예측론(영어),1,"(마지막에 요약있음~)장점보다 단점이 압도적으로 많은 수업.어려운 시계열을 학교수업으로 배울 수 있고 과제랑 시험이 비슷하게 나온다는 것이 장점.하지만 안 그래도 어려운데 진도가 너무 빨라 이해는 커녕 필기 받아쓰기 하느라 급급하고 영어수업이라 더 이해가 안 된다.가장 큰 문제는 할 게 너무 많다는 거다.중간, 기말은 그렇다쳐도 중간과 기말보기 전에 수업내용에 대한 문제를 과제로 한번씩, 총 두번을 내야한다.그리고 기말이 끝나도 시계열(정확히는 var모형)을 통해 분석주제를 정해 영어로 레포트를 작성해야 하며, 기말 전에는 분석주제에 대해 영어발표를 해야 한다.이 수업 하나만 듣는 것이 아니고 4학년이면 취업준비랑 졸업준비로 바쁠 시기인데 이 수업을 들을 거면 다른 것은 포기하는게 정신건강에 좋다.a매치를 준비하거나 대학원 갈 사람들이 들으면 좋은 수업이지만, 이런 사람들은 어차피 계량교과서로도 공부할 테니 수업말고 교과서 정독을 한번 더 하는 것이 낫다.필자도 수업 때 이해가 가지 않던 내용이 다른 책을 보고 이해가 비로서 되었다. 교과서와는 반대로 교수님이 쉬운 내용도 어렵게 가르치는 능력이 있으신 것 같다.요약 : 영어 받아쓰기 수업, 할 거 많음(시험 2번, 과제 2번, 발표,  종강 후 레포트 - 모두 영어로), 수업 듣지 말고 계량경제학 분야의 명저(구자라티, 힐, 김창진교수 강의노트)를 한번 더 보는 것을 추천"
125,한헌수,컴퓨터구조,1,시간이 아까운 과목..  책과 PPT와 시험의 부조화
126,조은희,한반도평화와통일(최대수강신청가능학점초과하여신청가능)(온&오프),3,한평통이 생각보다 재밌고 밥도 맛있음!!나름 괜찮았던 수업
127,박현철,기업가정신과행동(온&오프),3,9시 수업이라 그런지 겨수님께서 출석 늦게 부르심.수업시간에 비해 조끼리 할 일이 많은 수업
128,장철운,통일학연구의방법과쟁점,3,레포트 하나 내주셨는데 1면 이내로 쓰는 매우 간단한 레포트를 내주세요시험문제는 논술형으로 쓰는데 평소 뉴스로 북한 많이 접하셨으면 무난하리라 생각되는 문제들이에요근데 좀 졸려요...많이 졸려요!
129,강아람,채플,3,2층이 눈치 안보여서 참 편하고 자기 좋아요...하지만 옆이 중국인이라면 좋지 않아요잘때 냄새나더라고요...
130,조은식,채플,1,진짜 이번 학기는 그냥 채플도 문화 채플도 쓰레기였다. 그나마 공감되고 좋았던거는 학생참여 채플... 에휴
131,김륜희,국제금융론(영어),5,기말 공부중인데 양이 정말 많다 너무 많아서 죽을지경
132,조은식,채플,5,시간맞춰 가고 출석일수만 채우면 학점받을수 있어요ㅎㅎ좋았습니당
133,조은식,채플,1,이번에는 2층이라 아주 편했습니다가끔 문화체플일 때 좋은 컨텐츠 감상할 수 있어서 좋았습니다.
134,최지웅,알고리즘,2,"다른 교수들이 너무 별로니까 좋아보이는 것뿐.. 항상 왜 이렇게 별점이 높은지 하나도 모르겠는 분.  자기 객관화 못하는 광신도들이 많아서 그런지.. 본인 상담하러 오는 학생들 심심찮게 다른 반에서 돌려까기나 하시는 분임. 다들 생각이란 걸 하고 찬양하셨으면 좋겠네요. 1대1 로 봤을 때는 좋은 교수님일 수 있겠으나,  뒤에서 자기 상담 내용 까발리는게 무슨 교수 자질이 있는지 모르겠습니다. 교수 하신다는 분이 매번 진도 하나 못빼고 75분 내내 허덕이면서 이동시간 배려 안 하고 2분 정도 늦게 끝내주는 것도 너무 별로고요. 학생이 질문하거나 틀린거 지적하면 '이따가 설명할거야.' '나도 사람이야. 틀려' 예민하게 구는 것도 적당히 하셨으면 좋겠습니다."
135,문정화,섬김의리더십,3,봉사하고나서 실습일지를 봉사한 주차 실습일지 제출칸에 내는 것이 핵심입니다. 그 때 안내면 사유서 내야 받아주시고 교수님께서 한글파일을 끝까지 다 안보시는 경향이 있습니다.(4페이지문서면 1페이지만 보심) 이런 것만 주의하신다면 좋을 것 같습니다.
136,최지웅,알고리즘,5,하나하나 콕콕 집어서 가르쳐주심 그저 갓 알고리즘은 웬만하면 최지웅교수님 수업 듣기를 강추
137,오경수,데이터베이스,1,하.. 시간만 떼우러 오신 것 같습니다. 수업 뭘 했는데 시험을 보시는거죠? 무엇을 배웠는데 프로젝트까지 해야합니까? 그냥 피하세요 꼭 피하십쇼
138,조은식,채플,4,따로 평가가 필요한가요.. 2층이어서 편했습니다 ㅎ
139,조은식,채플,5,내용은 중요하지않다. 내 잠을 방해하지만 않으면 된다.
140,이주형,채플,1,진짜별로임... 억지로 앉아있는것도 고통스러움.없어지길바랄뿐
141,권희철,교육사회,3,"<수업 진행 방식>- 여러 책에 있는 내용을 읽으면서 조금 중요한 내용은 칠판에 적음- 본인이 만든 PPT로 보이는 내용을 읽어줌. (다만, 너무 빨라서 적기 어려움)- 어떤 의견에 대해서 학생들의 생각을 계속 질문함.<평가 방식>- 중간고사 없음. 감상문 및 독후감 제출하는 과제 있음.- 발표는 1 ~ 2회 진행. (발표 진행시 교수님은 발표자가 책에 어떤 내용을 다뤘는지 본인책으로 체크 이외 피드백이 없음)- 기말고사는 출제 내용을 알려줌.<참고사항>- 아래 모든 강의평들이 하는 이야기는 충분히 참고할 만한 이야기가 많다. - 교수님이 어떤 의견에 대해서 적극적으로 수용하려고 하시지는 않는다.  (이야기를 들어보면 많은 학문을 공부하셔서 그것에 대한 자부심이 크시다.)- 본인이 발표를 잘 못하거나 다른 사람들의 이야기를 듣고 물 흘리듯 넘길 수 있는 사람이 아니라면 이 강의는 매우 불편할 수 있고, 만약 그런 부분에 있어서 크게 상관없이 넘길 수 있다면 이 강의는 편하게 들으면서 물 흐르듯 넘길 수 있는 강의가 될 것이다.좋은점과 나쁜점을 종합하여 3점을 준다."
142,최지웅,알고리즘,5,"교수님 설명 잘하시는데 내가 공부 안함ㅠㅠ 1강 내용이 2,3,4,5강 내용"
143,유재우,컴파일러,4,"실질 수강인원 9명과제 코드는 전부 책에 쓰여있음 (베끼면 됨)강의는 항상 시간 초과함보강 칼같이 함시험 결과도 제대로 안알려줌수업은 매일 한 말 무한반복그럼에도 c언어 컴파일러 원리와 설계시 고려사항, pumping lemma를 실제로 적용하는 등 너무 뜻깊은 일이 많기 때문에 4점"
144,박의정,서비스운영관리,1,"교수님을 볼때마다 산만하시고... 강의력도 별로고..왜 인기있는지 모르겟습니다... 시험문제도 이상하고 수업관련, 시험관련 질문하면 모르겠다고만 계속 답하시고... 자기가 너무 게으르다고..시험 채점 결과도 중간고사 보다 1달 뒤에나 알려주시네요.. .. 교수의 자격이 심히 의심되네요...."
145,문정화,숭실명예규약,5,별로 부담없이 들을수있는수업. 과제는 좀 있지만 어렵진않음
146,?,채플(공통채플,5,그냥 편하게 있다오면 되는수업! 영어로 진행되는점 빼면 일반채플이랑 특별히 다를거없어요
147,조은식,채플,4,학점줘서 감사 버뜨 내자리는 vip석 뺨침잘때 너무 죄송
148,한헌수,컴퓨터구조,1,총점이 1-5사이인게 안타까운 과목 마이너스가 없는게 화가난다. 이 과목을  이교수님에게 수강해 좋은 점수 맞는 것보다 다른 과목 선택해 에이 맞는것을 추천한다 ^^ 정말 가르치시는거랑 나오는게 왜이렇게 다른지 다른 과목 시험보는 느낌이다.  드랍할껄..
149,정희진,국제무역의이해(글로벌통상제외),5,"아직 수업이 끝난건 아닌데 매우 좋았음 교수님이 자상하시고 학생들 많이 배려하시는게 느껴짐 강의력은 말할 것도 없고 부담 안 되게 교양선에서 알아야 할 것 위주로 가르치심시험은 강의 집중해서 듣고 이해를 바탕으로 암기를 해야 고득점 맞을 수 있음참고로 수업 전 최대한 일찍 가는게 좋음 열심히 듣는 사람들 많아서 앞자리 경쟁 치열한데, 만약 뒷자리에 앉으면 판서가 제대로 안보여 필기하는데 상당한 지장을 줌....."
150,조은식,채플,1,그냥 수면하는 시간이죠.. 2층걸리면 매우 꿀
151,성신형,현대인과성서(영어),5,"영어가 어렵진 않아요.영어 잘하는 편 아닌 제가 들어도 다 이해되는 어휘와 발음으로 천천히 설명하십니다.(물론 발음이 유창하진 않으세요).다만 원래 재미있는 과목도 아니고, 안그래도 하기싫은 철학이야기를 영어로 하려니 조금 힘든 부분이 있네요."
152,박상선,예술과인간이해,4,가끔 뭐라는건지  이해 안되는 부분이나 지루한 부분도 있었지만느낀 점과 생각할 점들이 많았다 들어볼만한 교양
153,정선태,이산수학,1,그냥 제발 가능하면 듣지 마세요.. 수준에 안맞는 내용으로 수업하면서 자신도 잘 모르고 우리가 더 열심히 공부해야 한다고 하심.
154,이상호,조직행동론(영어-한국어),3,"교수님이 열정적인 것 처럼 보이는데 눈보면 권태가 그득그득 차있음.영어 못하면 사전있어도 시험치기 힘듦니다.HR쪽 관심있으면 괜찮은데, 한번 들어볼까 이런 마음으로 수강하면 이길은 내길이 아니구나 깨달을 수 있음."
155,김완섭,AI및데이터분석의기초A그룹(온&오프),3,출석 직접 호명하시규 시험 쉬워요! 수업 잘해주샤요
156,봉진숙,AI및데이터분석의기초A그룹(온&오프),3,시험쉬워요! 교수님 친절하시규 출석 호명해요
157,정희진,국제통상개론,5,"10점 주고싶네요. 교수님 덕분에 이쪽 학문에 관심을 가지게 되었습니다.수업에 열정, 학생들에 대한 태도, 인품 모두 완벽하십니다. 더불어 귀여우세요.. 교수님 사랑합니다."
158,안승호,IT기반의유통물류경영,1,"정치이야기 80% , 듣기싫은 딕션, 자기 멋대로, 수업 준비 전혀 x  등록금아깝다 양심이 있어야지 듣지말자"
159,한진일,공학수학(다)(영어-한국어),3,도대체 이걸 왜배우는지모르겠음 시험 채점기준도 논술임이게 공대수학이냐 솔직히 ...교수도 수업하기시른거 다보이는데 너무함 진짜점수낮은애들은 다른길많다고 공부말고 다른길 알아보래공대에서 이산수학을왜가르치냐  맨날 최적화최적화 ㅇㅈㄹ 하면서 현재 취업률보면 반토막나고 대기업에서 산공과를 누가뽑냐솔직히 ㅋㅋㅋㅋㅋㅋ
160,조환진,국제무역론,5,교수님은 열의가 넘치지만 과제에 발표에 과제하면 한학기가 다갑니다 아직 시험은 안봤지만 이정도로 힘든 과목은 처음 겪어봅니다 자신이 정말 경제학을 사랑하고 공부에 열의가 있다면 추천합니다교수님이 학생들을 많이 혼내지만 츤데레느낌으로 잘다독여주시고 강의력도 정말 좋으십니다. 하지만 자신이 워라벨을 추구한다 하면 피하세요
161,박창호,정보사회공동체,3,이 수업은 그냥 레전드 수업이라고 할 수 있다^^
162,조은희,한반도평화와통일(최대수강신청가능학점초과하여신청가능)(온&오프),1,시험기간에 날짜 잡네 고맙다 10새끼들아 카악 퉤
163,김효숙,PR크리에이티브론,1,자기가 좋아하는 복학생들 엄청 편애함 인터뷰 프로젝트 개인발표하는데  발표 내용이나 질이 아니라 몇분 몇초 지나고 안지나고 초단위로 감점함 지멋대로임  피드백도 자기 좋아하는 학생은 매우 과하게 칭찬하고 별로 일면식 없는 학생은 못한점 엄청 얘기함. 인터뷰 발표는 자기 기분대로라고 보면 됨. 기분좋은 날에는 칭찬 많이함ㅇㅇ 시험이라고 객관식에 오엑스 서술형 하나내면서 답안지까지 쓰라함( 얼마나 채점하기 귀찮으면;;;) 시험문제는 무슨 중학교 시험인줄ㅋㅋ대학교 시험이 맞나 의심스러울 정도 . 김효숙 교수님이랑 친하신분 일면식 있으신분들으시길 추천ㅋ
164,박성호,"컴퓨터학의이해(컴퓨터,소프트제외)",5,"모르는 사람이 강의평 보면 성격 이상한 사이코패스로 오해하겠네 -_-흔히 볼 수 있는 자기 잘난 맛에 사는 사람이고, 실제로 잘났으니 문제 될게 없습니다.수업 중간에 던지는 멘트들이 상처가 될 정도면 본인의 자존감이 심히 낮거나 인성에 결함 있는 프로불편러가 아닌지 스스로 되돌아봅시다.그 정도 멘탈로 졸업한뒤에 사회 나가서 어떻게 버티려고?ㅋ"
165,민천홍,경영정보시스템,1,"1. 교수님 발음이 매우 안좋음. 한국어 영어 구분없이 전부 알아듣기 힘들정도, 집중하기 힘들정도로 발음이 안좋으심.2. 시험은 진도나간 범위 중 10문제 출제, 5문제 골라서 서술형으로 쓰는 유형. 가장 큰 문제는 10문제를 전부 내가 직접 뽑아야 함. 약 200페이지 좀 안되는 범위에서 서술형문제 100%인데 범위 설정이 안되있어서 막막함. 그래도 풀만은한정도?3. 과제는 매주 앞뒤영어로 된 프린트 한장 나가고, 해당 문제 5~6개 풀어오기. 프린트 내용 묻는 문제 절반, 직접 조사해야하는 문제 절반정도. 4. 위의 과제를 개인 발표해야함. 1인당 1문제 발표 무조건 해야하고, 1문제 발표라 길진않음. 대신 프린트내용 외에 조사해야하는 문제에 걸릴 경우 준비과정이 빡셈5. 아래 강의평에서 나와있듯 학생 의견을 무시하는 경향이 있음. 특히 프린트물 나눠줄때 개심각함.과제 프린트 나눠줄 때  뒤로 넘기기 안하고 교수님 본인이 한명한면 찾아가서 한장씩 나눠줌. 시간소모 씹오짐.근데 더 심각한 문제는 시험지 나눠줄때도 마찬가지임. 왼쪽 앞에 앉는 사람이랑 오른쪽 끝에 앉은 사람이랑 시험 시작시간이 5~10분 차이남.  이거때문에 그냥 뒤로 돌리면 안되냐고 물으니깐 철저히  개무시. 사고의 유연함은 찾아보기 힘듬.여러모로 장점찾기 매우 힘듬. 장점 있다면 교수님 그래도 착하심. 화도안내시고 과제 발표 대충해도 화 안내시더라"
166,진환주,예술과과학기술의만남,5,개꿀교양괴목입니다. 수업하나도 안들어도 시험전날 문제 어디서 나오는지 세세히 다알려주셔서 그거 하루만 공부해도 만점 받아요. 그리고 발표도 그냥 나가서 대본만 읽어도 만점주시고 최고입니다. 새내기가 듣기에는 정말 부담없는 교양과목인거 같아요 항상 수업 한시간 이상 하신적이 없고 약간 날로 먹는 거 같긴한데 학생입장에서는 부담없어요 근데 진짜 날로 먹는 교수님
167,송상덕,성의담론과이해,3,"과제는 레포트 2번 제출하면 되는데, 레포트 대신 발표하면 추가 점수 주십니다. 레포트는 2장 이내로 썼던걸로 기억하고, 발표는 길게 하지 않아서 크게 부담스럽지 않았습니다. 교수님 강의력은 좋지는 않은것 같습니다.밑의 분 말대로 한학기 내내 긴장한채 수업하십니다. 그렇다고 수업 안 들으면 공부할때 이해가지 않는 부분이 많아 손해입니다. 세세한 부분까지 모두 보아야 시험 문제 풀 수 있습니다. 출결, 과제, 발표 모두 만점이고 시험에서 거의 깎이지 않았는데 원하는 점수가 나오지 않아 아쉬웠습니다. 학점 따기 생각보다 어려운 과목."
168,구연정,독일지역학,2,"수업 자체가 너무 두서 없음. 시험 자료도 바로바로 안 올려주셔서 시험 기간 때 힘들었음. 시험은 거의 서술식이고 50분 안에 모두 작성해야함. 문제 수가 많아서 시간이 매우 부족함. 수업 열심히 들어야 풀 수 있는 문제도 내시는 듯. 교수님이 이야기 하시는 것, 자료 모두 노트북으로 그때그때 받아 적는게 좋음. 열심히 하면 비율은 채워주시는 것 같음."
169,신호철,인사관리,5,교수님 강의력도 좋으시고 학점도 잘주십니다 시험은 그냥 전부 외우시면 A+나와용
170,배명진,컴퓨터구조,1,"교수 이전에 사람이 안된 분.수업시간에 지 상받은 얘기랑 엠빙신 삐리수첩 거리면서 고소를 하네마네, 같은학과 모 교수랑 싸웠는데 사과를 안하네 어쩌네 이런거 다 상관 없어요. 어차피 그런거 알고 신청한거니까. 근데 숭실사이버대 교수가 쓴 25000원짜리 라면받침대 반강제로 구입하도록 만들어놓고 책에서 단 한문제도 안내고 문제에는 무슨 '돈 버는 법에 대해서 서술하시오(진짜 나온 문제)' 이딴거나 내고, 평생 한번 본 적도 없는 회로도를 문제로 내놔서 알아보니까 작년에도 똑같이 낸 문제인대다가 그때도 정답률 0프로에 수렴하는 문제였기 때문에 그냥 엿먹어봐라는 의도로밖에 볼 수 없고강의평가 점수 안좋게 주면 니들 평균도 깎아버린다고 매시간 협박하질 않나(실제로 그럼), 그중 최악은 미니퀴즈건 중간/기말고사건 점수발표할때 실명-점수 순으로 육성으로 알려줍니다. 믿기지 않겠지만 진짜로.농담이 아니라 그냥 같은 공간에 있는것 만으로 역겨워 토 나올 것 같은 인간상은 정말 오랫만이고, 성적 나오기 전이라  잘 주는지 어쩌는지는 모르겠는데 그냥 듣지 마세요. 스트레스 받아요. 비싼 등록금 내고 이런거로 점수 받으면 뭐해....진짜 피디수첩에 몇번 더 나와서 잘렸으면 좋겠다."
171,조성빈,금융경제학(영어-한국어),3,진짜 공부하고싶으면 꼭들으세여. 상식도 많이늘고 생각하는 능력이 진짜 길러지는건 팩트..
172,김석윤,기초전자공학,5,"고등학교때 물리1 또는 물리2를 배웠거나 물리 기반 지식이 있다면 거의 거져먹는 과목입니다.물리1,2 범위와 아주 많이 겹칩니다.그러나 물리를 하나도 모르는 상황이라면, 체감 난이도 자체는 3학년 과목에 버금갈 정도로 어렵습니다.논리회로나, 컴퓨터구조 과목 모두 들어봤지만 이것들 보다 어려운 것 같네요. 교수님의 강의력은 뛰어나십니다 또한 수업 스타일 또한 좋습니다.김석윤 교수님의 여러 수업을 들었지만 교수님 자체도 워낙 좋으신 분이고. 수업적인 내용에서도 좋습니다. 다만 난이도 자체가 높기 때문에 하루라도 빠지거나, 복습 예습 철저하게 하지 않는다면. 수업 내용을 하나도 이해 할 수 없을 것 입니다.추가로, 진도가 엄청나게 빠릅니다. 50일만에 교재600페이지 넘게 나가십니다."
173,성신형,현대인과성서,5,너무너무 좋았습니다 강추!!1학년때 꼭 잡아서 들으세요
174,임규관,테크노경영(다),1,"글미의 문제점을 제대로 보여주는 과목.등록금이 정말 아까운 과목. 전공 과목인데 남는거는 1도 없는 과목.4차 산업혁명에 주요 기술들 몇가지 설명하고 한학기가 끝난다.특히 한달 내내 조별발표하는데, 이 시기에 교수님이 하는거는 별로 없으시다.학생들이 40분씩 발표하고 서로 질문하다가 수업끝. 시간이 매우 아깝다.교수님은 딱히 하시는거 없이 그냥 조별 발표한거 10분정도 코멘트 해주고 끝남. 교수님이 능력이 없는 사람은 아닌것 같은데 그걸 수업시간에 잘 풀어내지를 못하는것 같다.과목이 과제도 많지않고 부담되는 과목은 아니지만 정말 정말 시간 아깝다.차라리 교양이었으면 기분 좋게 들었을것 같긴하다.암튼 강의를 들으면서 얻어갈 수 있는거는 1도 없고, 몇년전에 만들어놓은 자료같은거 그대로 재활용하고, 꽤 시간 많이 잡아먹는 팀플까지 있는 기분 정말 나쁜 과목.정말 등록금이 아깝다."
175,한용란,합창과공동체인성,5,"진짜 인생 갓갓 강의입니다. 매학기 들었으면 좋겠어요ㅜㅜ출석 빼고 모든 부분에서 부담 전혀 안주시는 수업입니다. 한학기의 힐링, 행복이었어요. 심지어 +전부 채워주십니다"
176,이은주,미적분학1,5,교수님 좋으세요 친절하게 잘 알려주십니다 이공계 아닌데 듣는 사람들이 있어서 기초적인 것부터 가르쳐주심 문제는 그래도 내 머리가 그걸 따라가지 못한다는것...ㅠㅜ
177,임동빈,생명과학의이해,2,교수님이 뭔소리 하는지 모르겠음 너무 중구난방함팀플 과제는 없는데 읽어야할 책은 되게 많음
178,박정아,동영상콘텐츠제작과활용,5,교수님 너무 친절하세요 최고ㅜ 프리미어 처음 써보는데 따라갈만 해요
179,이성수,디지털시스템설계(온&오프),1,코드 공부하다가 빡쳐서 씁니다 중간고사 전까지 첫시간 오티 둘째시간 수업용프로그램 인증 뭐시기 깔고 셋째넷째주 수업 다섯여섯째주 추석 + 휴강 일곱째주 수업하고 시험 봤음 시험도 오지게 어렵고 수업시간에 안다룬 내용 갑자기 튀어나왔음 손코딩하는데 시간 부족할거라면서 그냥 감상하라는 교수님의 말씀 잘 들었고요 또 온라인에서는 오프라인에서 설명해 준다면서 오프라인에서는 설명 안하는거 개많음 매 수업시간의 시작은 notepad++ 설치하면서 notepad++가 얼마나 좋은지 한 10분정도 설명함 그리고 마지막 10분은 자기자랑 어디에서 이런 프로젝트를 따왔는데 코드가 만줄이나 되요 나중에 보여줄게요 (실제로 쓰일지도 안쓰일지도 모르면서) 베릴로그 배우는 학교 몇 안된다 해서 경쟁력 생길 줄 알고 들어왔는데 그냥 코드만 주구장창 독학해야됨 그렇다고 새로운 걸 배워가는것도 아니고 걍 디지공을 씨언어로 배우는 느낌임 이거 들어서 자소서에 쓰일지도 잘 모르겠고 학부 수준으로 베릴로그 이정도 배워봤자 쓸모 없다는데 그럴거면 그냥 idec에서 3일동안 베릴로그 배운게 훨씬 더 도움됨 어차피 같은 수업 내용이고 오히려 idec가 더 빡세게 굴려서 얻어가는게 많음 내가 이돈내고 이 강의 들으러 학교 왔다갔다 하는거 생각하면 진짜 열이 차오른다 진심 개비추
180,강의선,컴퓨팅적사고A그룹(온&오프),5,질문 다 받아주시고 착하심  그리고 기간이 짧은게 제일 좋음 부담없이 들을 수 있음
181,박종소,독일어입문(독어독문학과제외),5,교수님  학생들애 대한 열정이 대단하시고 조모임이 있기는 하지만 힘들지 않아요!!  수넙시간에만 잘하면 딱히 시간내서 안모여도돼요 ㅎㅎ암기 잘하면 유리한것같아요
182,조은식,채플,5,그냥 맘편히 몸편히 들으시면됩니다체력플러스 시간
183,오경수,데이터베이스,1,중간고사 전까지는 교재내용 그대로 있는 피피티를 열심히 읽어주십니다. 중간고사 이후로는 실습내용이 있는 피피티를 열심히 읽어주십니다. 그리고 실습 구현해주십니다. 끝입니다. 말그대로 진짜 이게 답니다.진짜 얻어가는거 없고 교수님이 실습구현해주시면서 틀린내용 나오면 '어 이게 아닌가' 연발하시고.. 총체적난국입니다. 차라리 수업시간에 잠자는게 더 좋을꺼 같다는 생각합니다. 요약: 듣지마
184,조은애,한일문화비교,5,그저 갓갓 ㅜㅜ 열심히만 들으면 부담 되지 않게 a받아갈 수 있음 ㅜ
185,김완섭,동영상콘텐츠제작과활용,5,너무 귀여워... 치명적이야... 친절하시고 사람이 그냥 선하셔서 ㅠㅠ 질문대답도 잘해주심...
186,강의선,컴퓨팅적사고A그룹(온&오프),3,좋아요 ㅂ질문도 잘 받아주시고 수업도 깔끔하시고 엄청엄청 착하심
187,전문석,정보보안(가),3,ㅋㅋ개꿀답쓰는요령만알면 수업 안듣고도 A플가능이교수님 수업인 네트워크보안 컴퓨터보안 유비쿼터스통신망 아이티기술특강1 모두 수업내용이 똑같음 심지어 대학원수업까지ㅋㅋ하나만 제대로 외워두면 나머지 전부 편안하게 학점따기가능수업 뭐 별로긴해도 은근 도움됨 본인 기술면접때 블록체인나와서 시험때 쓴거 그대로말하고나옴아쉽게도 교수님 올해로 은퇴ㅠㅠ 날강의 전설이 컴학의 역사속으로..
188,조경란,소설론,1,"순문학을 안 읽는 건 독자수준이 떨어져서가 아니라 순문학이 재미 없어서가 아닌가. 그런 말 한 적이 없다고 할 지 모르지만 난 이미 여러 번 그런 모습을 봤다. 이럴거면 순수문학론 이라고 하던가. 소설론이라고 붙여놓곤 다른 판타지나 sf류 웹소설등 다른 장르는 취급 안 하는 건 대체... 물론 수업이 안 맞으면 안 들으면 되지, 첫수업 때 안 나가고 뭐 했냐 라고 할 수 있는데 현재 소설 수업이 이거 말고 뭐가 있나. 아무리 교수가 능력있고 학생을 대하는 열의가 넘친다 해도 이게 정말 현대에 맞을까 싶을 정도로 너무 보수적이다. 팝, 재즈, 록, 블루스, 가요, 랩 등등 다양한 장르가 판을 치는 시대에 클래식 하나만 음악이라고 파는 교수를 좋다고 할 수 있는가. 나는 없다고 본다."
189,조영필,운영체제(나반),2,피할 수 없다면 즐겨라.어차피 전공필수라 피하지 못한다.즐기면 된다!
190,한헌수,컴퓨터구조,2,"내가 왜 드랍안하고 지금 듣고있는지 모르겠지만 아래댓글들이 팩트입니다.현재 중간고사 본 이후 시점이고,  가르치시는거랑 ppt랑 교재랑 다 달라서 공부에 멘탈이 나갑니다. 뭔 말씀이신지 이해를 못하게씀.ppt와 말로만 수업하고, ppt에 대해서도 활용 거의 안하시고 순수 말로만 하심.그리고 과제를 매주 주시는데 교재에서 주고, 수업 때 한 내용이 아니어서 다시 교재로 처음부터 공부해야 과제를 품.후배들에게 : 이 교수님 수업은 너가 이미 다 아는 과목에 한해 이득일 것이다"
191,?,채플(공통채플,3,앞뒤에 밴드 노래하는 거 좋았음 글고 공강때 편하게 숙면할 수 있어서 넘 편했음 근데 제발 문화채플이랍시고 이상한 거 하지 말았으면
192,조문기,컴퓨팅적사고A그룹(온&오프),4,코딩 어떻게 두 시간 하고 있지 했는데 그렇게까지 길게 안 하십니다. 시험 나올 것만 딱딱 짚어주시는 스타일. 코딩을 배워봐야겠다!가 아니라 필수과목 빠르게 채우고 싶은 사람에게는 최고의 강의가 아닐지..
193,조은식,채플,2,매번 그냥 멍때리거나 잠만 자는듯이상한 연극같은건 그만 봤으면 좋겠음
194,김윤곤,공업유기화학2(영어-한국어)(온&오프),1,도망가라. 유기1보다 체감분량이 3배는 많다.
195,조문기,컴퓨팅적사고A그룹(온&오프),4,강의 시간보다 일찍 끝내주시고 배우는 것도 딱히 어렵지 않아 좋았어요. 시험은 예상 문제 올려주시고 그 중 몇 개 뽑아서 출제하시는 방식이라 부담 없었어요!
